#tail	head	edge_weight
O15379	P10827	4.57230e-01
O15379	P48443	4.57230e-01
O15379	P29590	3.82602e-01
O15379	P06400	3.82602e-01
O15379	P19793	4.57230e-01
O15379	Q05516	3.82602e-01
O15379	Q9UQR1	7.50000e-01
O15379	Q96QV6	4.57230e-01
O15379	Q9P0M6	4.57230e-01
O15379	Q06330	5.06777e-01
O15379	P42224	5.06777e-01
O15379	Q96ST3	4.60478e-01
O15379	Q16777	4.57230e-01
O15379	Q7L7L0	4.57230e-01
O15379	Q9BQ87	3.82602e-01
O15379	P23527	4.57230e-01
O15379	P38936	3.82602e-01
O15379	P06899	4.57230e-01
O15379	O15105	5.06777e-01
O15379	O60675	3.82602e-01
O15379	Q5QNW6	4.57230e-01
O15379	Q9HCU9	7.26178e-01
O15379	P68431	3.82602e-01
O15379	Q7Z2G1	4.57230e-01
O15379	Q09028	3.82602e-01
O15379	Q9Y4E8	3.82602e-01
O15379	Q04206	7.50000e-01
O15379	P24468	3.82602e-01
O15379	P58876	4.57230e-01
O15379	Q9BZK7	3.82602e-01
O15379	O75367	4.57230e-01
O15379	Q13547	3.82602e-01
O15379	Q9UIS9	7.50000e-01
O15379	P40763	6.29649e-01
O15379	O60907	6.29649e-01
O15379	P0C1H6	4.57230e-01
O15379	Q9UHL9	3.82602e-01
O15379	Q6FI13	4.57230e-01
O15379	O75376	7.50000e-01
O15379	Q13227	7.50000e-01
O15379	Q71UI9	4.57230e-01
O15379	Q14005	7.50000e-01
O15379	Q13489	5.06777e-01
O15379	P34932	3.82602e-01
O15379	Q16665	5.06777e-01
P24278	Q12933	6.09872e-01
P24278	O60504	6.09872e-01
P24278	P38432	7.13029e-01
P24278	Q99750	7.50000e-01
P24278	Q9BQD3	1.99474e-01
P24278	P45984	6.09872e-01
P78310	Q01844	6.09872e-01
P29016	P61769	7.50000e-01
P78314	P02787	3.82602e-01
P78314	P27348	7.50000e-01
P78314	O43561	3.95119e-01
P78314	Q9BZW8	5.94943e-01
P78314	P52735	7.50000e-01
P78314	P29350	7.50000e-01
P78314	P19174	7.50000e-01
P78314	P15498	7.50000e-01
P78314	Q9UJU6	7.50000e-01
P78314	P43405	7.50000e-01
P78314	Q96B97	7.50000e-01
P78314	P06239	7.50000e-01
P78314	Q9UKW4	7.50000e-01
P78314	P16885	7.50000e-01
P78314	P04626	7.50000e-01
P78317	P62837	4.96212e-01
P78317	Q8IX04	4.96212e-01
P78317	P61077	4.96212e-01
P78317	Q9UHF7	7.50000e-01
P78317	P51668	4.96212e-01
P78317	Q9HBE1	7.50000e-01
P78317	Q8NCF5	7.50000e-01
P78317	Q96B02	1.35696e-01
P78317	Q969T4	4.96212e-01
P78317	P10275	7.50000e-01
P78317	P63279	4.96212e-01
P78317	P51965	4.96212e-01
P78317	Q96LR5	1.35696e-01
P78317	P09874	4.93187e-01
P78317	Q9Y2X8	4.96212e-01
P78317	P12757	6.09872e-01
P78317	O14933	3.82602e-01
P78317	P62256	1.35696e-01
Q9Y277	Q9H0C2	4.60478e-01
Q9Y277	P05141	4.60478e-01
Q9Y277	Q9GZR7	6.09872e-01
Q9Y277	Q14289	7.50000e-01
Q9Y277	P01889	3.82602e-01
Q9Y277	Q14197	5.06777e-01
Q9Y277	Q9Y2Q3	7.26178e-01
Q9Y277	P30405	4.60478e-01
Q9Y277	Q12968	7.50000e-01
Q9Y277	P60709	3.82602e-01
Q9Y277	P12236	4.60478e-01
Q9Y277	P12235	4.60478e-01
Q9Y277	Q14934	7.50000e-01
Q9Y277	Q13530	7.26178e-01
Q9Y277	P49662	7.26178e-01
Q9Y277	P30480	2.97122e-01
Q9Y277	Q13469	7.50000e-01
Q9Y277	P43360	7.26178e-01
Q9Y277	O95644	7.50000e-01
Q9Y277	Q13268	3.82602e-01
Q9Y277	P99999	7.50000e-01
Q9Y277	Q14164	7.26178e-01
Q9Y279	P01024	3.82602e-01
Q9HBD1	P31483	3.42686e-01
Q9HBD1	P63279	4.96212e-01
Q9HBD1	O75800	3.82602e-01
Q9HBD1	P61088	1.35696e-01
Q8N9I9	P62837	4.96212e-01
Q8N9I9	Q13404	4.96212e-01
Q8N9I9	Q8IX04	4.96212e-01
Q8N9I9	P61077	4.96212e-01
Q8N9I9	P51668	4.96212e-01
Q8N9I9	Q96B02	1.35696e-01
Q8N9I9	Q8IWF7	1.35696e-01
Q8N9I9	P62256	1.35696e-01
Q8N9I9	P51965	4.96212e-01
Q8N9I9	Q969T4	4.96212e-01
Q8N9I9	Q96LR5	1.35696e-01
Q8N9I9	Q9Y2X8	4.96212e-01
Q8N9I9	P68036	4.96212e-01
Q8N9I9	O14933	4.96212e-01
O14594	P21246	3.82602e-01
P22303	P05067	5.94943e-01
P22303	Q13485	7.50000e-01
P22303	P15336	5.06777e-01
P22303	P05412	5.06777e-01
Q8NI27	Q13573	2.97122e-01
Q8NI27	O95433	3.82602e-01
Q8NI27	Q86W42	2.97122e-01
Q8NI27	P99999	3.82602e-01
Q8NI27	Q13769	2.97122e-01
Q8NI27	P46108	7.50000e-01
Q8NI27	Q96FV9	7.50000e-01
P22304	P18146	5.06777e-01
P22304	P08047	5.06777e-01
P22307	P42765	3.82602e-01
P22307	Q13185	3.82602e-01
P22307	O75381	3.42686e-01
P22307	P11171	7.26178e-01
P22307	P51636	3.82602e-01
P22307	Q15067	3.82602e-01
P22307	Q03135	7.50000e-01
O14595	P10275	7.50000e-01
P22309	P25942	3.82602e-01
P22309	P01889	3.82602e-01
P22309	Q92956	3.82602e-01
P22309	Q14164	3.82602e-01
P22309	O95388	3.82602e-01
P22309	P01891	3.82602e-01
Q9H346	P38405	7.10591e-01
Q8NI22	P49257	7.50000e-01
Q8N2X6	Q12933	6.09872e-01
Q8N2X6	Q15654	6.09872e-01
P00403	P01133	7.50000e-01
P00403	Q07890	7.50000e-01
P00403	Q9Y4K3	7.26178e-01
P00403	P62736	7.50000e-01
P00403	P01889	3.82602e-01
P00403	Q14197	5.06777e-01
P00403	P08246	1.99474e-01
P00403	P00533	7.50000e-01
P00403	P62993	7.50000e-01
P00403	P22681	7.50000e-01
P00403	P29353	7.50000e-01
P00403	P52735	7.50000e-01
P00403	Q13191	7.50000e-01
P00403	Q07889	7.50000e-01
P00403	Q8IXH7	3.82602e-01
P00403	Q9UJM3	7.50000e-01
P00403	P30480	2.97122e-01
P00403	Q96BK5	7.26178e-01
P00403	O00459	7.50000e-01
P00403	P63104	7.50000e-01
P00403	P27986	7.50000e-01
P00403	P62316	7.50000e-01
P00403	P0CG47	7.50000e-01
P00403	P36542	7.50000e-01
P00403	P62258	3.82602e-01
Q14318	P00533	3.82602e-01
Q14318	Q16539	6.09872e-01
Q14318	Q8N122	5.06777e-01
Q14318	Q08209	7.50000e-01
Q14318	P62191	7.50000e-01
Q14318	Q9GZT9	7.50000e-01
Q14318	Q12809	5.06777e-01
Q14318	P62158	7.50000e-01
Q14318	Q5T4F4	7.21598e-01
Q14318	P10415	7.50000e-01
Q14318	Q07817	7.50000e-01
Q14318	P07900	7.50000e-01
Q14318	Q9BVC4	5.06777e-01
Q14318	P42345	7.50000e-01
Q96GG9	Q9Y3C5	6.09872e-01
Q96GG9	Q15038	6.09872e-01
Q96GG9	Q15796	6.09872e-01
Q96GG9	Q13571	6.09872e-01
Q96GG9	P23508	7.26178e-01
Q96GG9	Q9HCM9	6.09872e-01
Q14315	P26006	4.57230e-01
Q14315	P08514	4.57230e-01
Q14315	P17301	4.57230e-01
Q14315	Q9UKX5	4.57230e-01
Q14315	Q13153	4.57230e-01
Q14315	O95433	3.82602e-01
Q14315	P16333	7.50000e-01
Q14315	P05556	4.57230e-01
Q14315	P53708	4.57230e-01
Q14315	P45985	4.57230e-01
Q14315	P05106	4.57230e-01
Q14315	O14964	3.82602e-01
Q14315	P23229	4.57230e-01
Q14315	P62993	7.50000e-01
Q14315	P00519	7.50000e-01
Q14315	Q9HAU4	6.09872e-01
Q14315	Q9Y4P8	3.82602e-01
Q14315	P18564	4.57230e-01
Q14315	O15259	3.82602e-01
Q14315	P06756	4.57230e-01
Q14315	P08648	4.57230e-01
Q14315	P60709	7.50000e-01
Q14315	P46108	7.50000e-01
Q14315	Q13683	4.57230e-01
Q14315	P13612	4.57230e-01
Q14315	Q969Q1	6.09872e-01
Q14315	P18084	4.57230e-01
Q14315	P26010	4.57230e-01
Q14315	P26012	4.57230e-01
Q14315	P16144	4.57230e-01
Q14315	P55157	3.82602e-01
Q14315	Q14919	3.82602e-01
Q14315	P19174	7.50000e-01
Q14315	O75578	4.57230e-01
Q14315	O95379	7.26178e-01
Q14315	Q92629	7.50000e-01
Q14315	P35368	6.09872e-01
Q14315	P56199	4.57230e-01
Q14315	Q9H4A3	3.82602e-01
Q14315	P35348	3.82602e-01
Q14315	P27986	7.50000e-01
Q14315	Q13326	7.50000e-01
Q14315	P25100	6.09872e-01
Q14315	Q9H2G2	3.82602e-01
Q14315	Q13797	4.57230e-01
Q14315	Q9NP98	7.50000e-01
Q14315	P63261	7.50000e-01
Q14315	Q9UBF9	7.50000e-01
Q14315	P06241	7.50000e-01
P21579	P42566	3.42686e-01
P21579	Q8WXE9	7.50000e-01
P21579	P54284	6.09872e-01
P21579	Q8NBJ4	6.09872e-01
P21579	O14640	3.82602e-01
P21579	O00305	3.82602e-01
P21579	Q9BT78	3.42686e-01
P21579	Q8IUH5	7.50000e-01
Q96TA2	Q14197	5.06777e-01
Q9H7V2	O60925	6.09872e-01
O43815	P30153	5.06777e-01
O43815	Q9Y3A3	5.06777e-01
O43815	P67775	5.06777e-01
O43815	Q9Y6E0	3.82602e-01
O43815	P23508	7.26178e-01
O43815	P62714	5.06777e-01
P08670	P20823	5.06777e-01
P08670	Q9GZT8	6.09872e-01
P08670	Q00005	4.93187e-01
P08670	O00255	3.82602e-01
P08670	Q9Y6K9	7.50000e-01
P08670	Q92574	3.82602e-01
P08670	Q9BT92	6.09872e-01
P08670	O15525	5.74756e-01
P08670	Q53TS8	3.82602e-01
P08670	O14639	6.09872e-01
P08670	P20073	1.99474e-01
P08670	Q8NEY8	6.09872e-01
P08670	Q7L190	6.09872e-01
P08670	Q9Y2P4	6.09872e-01
P08670	Q5RL73	1.99474e-01
P08670	P25067	4.93187e-01
P08670	O43353	7.50000e-01
P08670	O00151	6.09872e-01
P08670	O95251	5.74756e-01
P08670	P23490	5.74756e-01
P08670	P16220	5.74756e-01
P08670	P61981	7.50000e-01
P08670	Q9Y572	7.50000e-01
P08670	P35900	6.09872e-01
P08670	Q92956	3.82602e-01
P08670	Q14790	5.74756e-01
P08670	Q5UIP0	3.48870e-01
P08670	Q99961	1.99474e-01
P08670	Q99963	6.09872e-01
P08670	O95696	3.82602e-01
P08670	Q06609	5.74756e-01
P08670	P27348	4.93187e-01
P08670	P02766	5.74756e-01
P08670	Q96GX9	6.09872e-01
P08670	P54727	7.50000e-01
P08670	P54725	7.50000e-01
P08670	Q6ZU52	6.09872e-01
P08670	P10144	4.53478e-01
P08670	P47712	5.06777e-01
P08670	Q9UHX1	6.09872e-01
P08670	P25786	6.09872e-01
P08670	Q96HL8	6.09872e-01
P08670	P19838	7.50000e-01
P08670	Q96AE4	6.09872e-01
P08670	Q9BW27	3.82602e-01
P08670	Q9NS87	5.74756e-01
P08670	Q9UGL9	5.74756e-01
P08670	Q9BZW7	7.50000e-01
P08670	Q9H4K1	3.82602e-01
P08670	Q9BPY3	1.99474e-01
P08670	Q9H2D6	5.74756e-01
P08670	P55211	5.06777e-01
P08670	P49641	5.74756e-01
P08670	P15090	5.74756e-01
P08670	P17600	6.09872e-01
P08670	P63104	7.50000e-01
P08670	Q13263	6.09872e-01
P08670	P13805	1.99474e-01
P08670	Q96C92	6.09872e-01
P08670	Q16623	6.09872e-01
P08670	Q9P2H0	6.09872e-01
P08670	Q06323	3.48870e-01
P08670	P84022	7.50000e-01
P08670	Q9P0W2	5.74756e-01
P08670	Q07157	7.50000e-01
P08670	Q9BVJ6	6.09872e-01
P08670	Q14194	7.50000e-01
P08670	P55854	3.48870e-01
P08670	O60603	5.06777e-01
P08670	Q13469	5.74756e-01
P08670	Q14203	3.82602e-01
P08670	P51693	1.99474e-01
P08670	Q9BXP5	6.09872e-01
P08670	P20333	7.50000e-01
P08670	Q9NRH1	1.77253e-01
P08670	P55055	1.99474e-01
P08670	Q15628	7.50000e-01
P08670	P41219	1.99474e-01
P08670	P16144	7.50000e-01
P08670	Q9Y6Y0	6.09872e-01
P08670	Q7L311	6.09872e-01
P08670	P35555	4.93187e-01
P08670	P38936	1.99474e-01
P08670	Q8N6T7	5.74756e-01
P08670	Q9UGJ1	6.09872e-01
P08670	Q9HD26	6.09872e-01
P08670	Q12873	6.09872e-01
P08670	P24522	1.99474e-01
P08670	Q96DF8	1.99474e-01
P08670	Q13573	2.97122e-01
P08670	P63167	3.82602e-01
P08670	Q9UI14	5.74756e-01
P08670	Q8N283	1.99474e-01
P08670	P07196	6.09872e-01
P08670	Q8N2W9	6.09872e-01
P08670	Q15714	1.99474e-01
P08670	Q7L5N1	6.09872e-01
P08670	P54259	3.82602e-01
P08670	Q04206	3.82602e-01
P08670	Q5T3J3	6.09872e-01
P08670	O60437	3.82602e-01
P08670	O14503	5.74756e-01
P08670	Q15047	6.09872e-01
P08670	Q15046	1.99474e-01
P08670	P37840	7.50000e-01
P08670	Q13233	7.50000e-01
P08670	P06132	1.99474e-01
P08670	O95990	6.09872e-01
P08670	Q5JVS0	3.48870e-01
P08670	P14136	6.09872e-01
P08670	P60709	3.82602e-01
P08670	P17861	3.82602e-01
P08670	P61956	5.74756e-01
P08670	P12236	3.82602e-01
P08670	Q14134	3.82602e-01
P08670	Q9UKY1	6.09872e-01
P08670	Q9H9J2	5.74756e-01
P08670	P40763	6.11599e-01
P08670	Q8IYB7	5.74756e-01
P08670	P18206	3.82602e-01
P08670	Q99459	2.97122e-01
P08670	Q9BVI4	6.09872e-01
P08670	Q99759	7.50000e-01
P08670	Q13426	3.82602e-01
P08670	Q16512	3.82602e-01
P08670	Q8WYH8	6.09872e-01
P08670	P49841	1.99474e-01
P08670	Q8NC51	6.09872e-01
Q8TDQ0	O00182	3.82602e-01
P01732	P17693	4.57230e-01
P01732	P30511	4.57230e-01
P01732	P30443	4.57230e-01
P01732	P30466	4.57230e-01
P01732	P13747	4.57230e-01
P01732	P10321	4.57230e-01
P01732	O43561	7.50000e-01
P01732	P30450	4.57230e-01
P01732	P06239	7.50000e-01
P01732	P01889	4.57230e-01
P01732	P61769	5.96406e-01
P01732	P01892	4.57230e-01
P01732	P04439	4.57230e-01
Q13526	Q9Y478	7.26178e-01
Q13526	Q9GZT6	1.99474e-01
Q13526	P30260	3.82602e-01
Q13526	Q14653	7.50000e-01
Q13526	Q8IZ52	6.09872e-01
Q13526	P10415	3.82602e-01
Q13526	Q01538	7.50000e-01
Q13526	P14618	1.99474e-01
Q13526	P18031	3.82602e-01
Q13526	Q6UXH1	1.99474e-01
Q13526	P40337	7.26178e-01
Q13526	Q93062	6.09872e-01
Q13526	Q9Y4K3	7.26178e-01
Q13526	Q9NY61	7.50000e-01
Q13526	O60739	7.26178e-01
Q13526	P07910	6.09872e-01
Q13526	Q12933	6.09872e-01
Q13526	Q06265	5.06777e-01
Q13526	Q15390	6.09872e-01
Q13526	P40424	3.82602e-01
Q13526	O95741	1.99474e-01
Q13526	P10242	5.06777e-01
Q13526	O95865	1.99474e-01
Q13526	Q00403	3.82602e-01
Q13526	Q13177	7.26178e-01
Q13526	Q86YD1	6.09872e-01
Q13526	Q9UKT4	3.82602e-01
Q13526	O43292	6.09872e-01
Q13526	Q9GZR7	5.74756e-01
Q13526	O14543	5.74756e-01
Q13526	P47897	1.99474e-01
Q13526	Q05209	3.82602e-01
Q13526	Q99708	6.09872e-01
Q13526	P14635	3.82602e-01
Q13526	Q9NRR5	7.13029e-01
Q13526	Q12840	1.99474e-01
Q13526	P49815	1.99474e-01
Q13526	P24864	3.82602e-01
Q13526	P78412	3.82602e-01
Q13526	P41182	3.82602e-01
Q13526	O75821	1.99474e-01
Q13526	P51617	7.50000e-01
Q13526	O00267	3.82602e-01
Q13526	Q13469	3.82602e-01
Q13526	P55212	1.99474e-01
Q13526	P04222	3.82602e-01
Q13526	Q8IY92	5.06777e-01
Q13526	P05412	3.82602e-01
Q13526	Q07820	7.50000e-01
Q13526	P84022	4.93187e-01
Q13526	Q99640	7.50000e-01
Q13526	P78563	7.50000e-01
Q13526	Q9Y3Q8	6.09872e-01
Q13526	P30307	3.82602e-01
Q13526	P51693	1.99474e-01
Q13526	Q15233	3.82602e-01
Q13526	Q8TBK6	6.09872e-01
Q13526	P29353	5.06777e-01
Q13526	Q9UMN6	1.99474e-01
Q13526	P11171	7.26178e-01
Q13526	P11388	7.50000e-01
Q13526	Q9Y600	1.99474e-01
Q13526	P20338	3.82602e-01
Q13526	O75398	1.99474e-01
Q13526	P06493	3.82602e-01
Q13526	Q09013	1.99474e-01
Q13526	O95785	1.99474e-01
Q13526	P17252	5.06777e-01
Q13526	Q9UER7	7.50000e-01
Q13526	Q8IZ69	1.99474e-01
Q13526	Q9H9S0	3.82602e-01
Q13526	P35222	7.50000e-01
Q13526	P13942	1.99474e-01
Q13526	Q9Y2V2	1.99474e-01
Q13526	Q9Y2M5	3.82602e-01
Q13526	P19784	3.82602e-01
Q13526	P98082	3.82602e-01
Q13526	P04049	7.50000e-01
Q13526	P07199	1.99474e-01
Q13526	Q96Q89	3.82602e-01
Q13526	Q8NF64	6.09872e-01
Q13526	Q14103	7.50000e-01
Q13526	Q7Z5J4	6.09872e-01
Q13526	Q15717	5.06777e-01
Q13526	P10636	3.82602e-01
Q13526	P98177	3.82602e-01
Q13526	Q04206	5.06777e-01
Q13526	Q5T3J3	1.99474e-01
Q13526	Q9HC98	7.50000e-01
Q13526	P24928	3.82602e-01
Q13526	P53350	7.50000e-01
Q13526	P48357	5.74756e-01
Q13526	P37840	7.50000e-01
Q13526	Q13432	1.99474e-01
Q13526	Q15796	4.93187e-01
Q13526	P01106	2.97122e-01
Q13526	O15350	7.50000e-01
Q13526	Q9UJY4	6.09872e-01
Q13526	P68400	7.50000e-01
Q13526	P40763	5.06777e-01
Q13526	P30504	2.97122e-01
Q13526	P78413	3.82602e-01
Q13526	Q9Y6H5	7.50000e-01
Q13526	P04637	7.50000e-01
Q13526	Q9Y6Q9	7.50000e-01
Q13526	Q9UET6	7.26178e-01
Q13526	P67870	3.82602e-01
Q13526	P06576	1.99474e-01
Q13526	O14576	1.99474e-01
Q13526	Q99750	6.09872e-01
Q13526	P24385	5.29482e-01
Q13526	P15056	3.82602e-01
Q13526	O15169	5.06777e-01
O43819	Q14061	6.16667e-01
O43819	Q99759	7.50000e-01
Q5XKL5	Q9Y4P8	3.82602e-01
P01730	P28068	4.57230e-01
P01730	P08637	3.82602e-01
P01730	Q9NZD8	3.82602e-01
P01730	P04440	4.57230e-01
P01730	O43561	7.50000e-01
P01730	Q9Y297	3.82602e-01
P01730	P16070	3.82602e-01
P01730	P01912	4.57230e-01
P01730	P01911	4.57230e-01
P01730	P28907	3.82602e-01
P01730	P04150	7.26178e-01
P01730	Q13432	7.50000e-01
P01730	P27701	3.82602e-01
P01730	P07339	3.82602e-01
P01730	Q05397	3.82602e-01
P01730	P06239	7.50000e-01
P01730	P20036	7.50000e-01
P01730	P61073	5.06777e-01
P01730	O00220	3.82602e-01
P01730	P60709	3.82602e-01
P01730	P12273	3.82602e-01
P01730	P79483	4.57230e-01
P01730	P01920	7.50000e-01
P01730	P06340	4.57230e-01
P01730	P01909	4.57230e-01
P01730	P06729	3.82602e-01
P01730	P09382	7.50000e-01
P01730	P01906	7.50000e-01
P01730	Q6ICR9	4.57230e-01
P01730	P01903	4.57230e-01
P01730	P02786	3.82602e-01
P01730	P51681	7.50000e-01
P01730	Q29974	4.57230e-01
P01730	P08195	3.82602e-01
P01730	Q31604	4.57230e-01
P01730	Q30154	4.57230e-01
P01730	Q14005	7.50000e-01
P01730	P13765	4.57230e-01
P01730	P13762	4.57230e-01
O43749	P38405	7.10591e-01
O43745	P19634	7.50000e-01
O43747	Q96G01	7.50000e-01
O43747	P61966	3.82602e-01
O43747	Q6VY07	7.50000e-01
O43747	Q9UJ41	3.82602e-01
O43747	P56377	3.82602e-01
O43747	Q96KM6	3.82602e-01
O43747	P84077	3.82602e-01
O43747	Q15276	7.50000e-01
O43747	P61106	7.50000e-01
O43747	Q9Y6Q5	3.82602e-01
O43741	Q15717	6.19653e-01
O43741	Q9Y478	7.26178e-01
O43741	Q53ET0	7.50000e-01
O43741	O75385	3.82602e-01
O43741	P98177	7.50000e-01
O43741	Q9UGI9	3.82602e-01
O43741	P16118	7.50000e-01
O43741	P54646	3.82602e-01
O43741	O00253	7.50000e-01
O43741	P04035	7.50000e-01
O43741	Q86TI0	7.50000e-01
O43741	O60825	7.50000e-01
O43741	P36956	7.50000e-01
O43741	Q13131	7.50000e-01
O43741	O43524	7.50000e-01
O43741	Q16875	7.50000e-01
O43741	O00763	7.50000e-01
O43741	Q16526	7.50000e-01
O43741	Q16877	7.50000e-01
O43741	Q9NQR9	7.50000e-01
O43741	Q9BUM1	7.50000e-01
O43741	P13569	7.50000e-01
O43741	P14672	7.50000e-01
O43741	P13639	3.82602e-01
O43741	P49815	7.50000e-01
O43741	P01303	7.50000e-01
O43741	Q92574	7.50000e-01
O43741	Q9UBK2	7.50000e-01
O43741	P16671	7.50000e-01
O43741	P04637	3.82602e-01
O43741	P46527	3.82602e-01
O43741	P35558	7.50000e-01
O43741	Q05469	7.50000e-01
O43741	Q9UGJ0	3.82602e-01
O43741	O95822	7.50000e-01
O43741	Q8N122	7.50000e-01
O43741	O00418	7.50000e-01
O43741	P13807	7.50000e-01
O43741	Q16822	7.50000e-01
O43741	Q96B36	7.50000e-01
O43741	Q13085	7.50000e-01
O43741	P35575	7.50000e-01
O43741	Q12778	7.50000e-01
O43741	Q9NP71	3.82602e-01
O43741	P54619	3.82602e-01
O43741	Q49AN0	7.50000e-01
O43741	P11166	7.50000e-01
O43741	P54840	7.50000e-01
O43741	P42345	7.50000e-01
Q96PE3	Q15797	6.09872e-01
Q96PE3	P07384	3.82602e-01
Q15800	P54253	6.09872e-01
Q15800	Q15738	3.82602e-01
Q15800	P56937	3.82602e-01
Q92796	P54257	3.82602e-01
Q92796	Q01101	3.82602e-01
Q92796	Q7Z7M8	3.82602e-01
Q92796	Q8WV44	3.82602e-01
Q92796	P58876	3.82602e-01
Q92796	P49736	3.82602e-01
Q92796	Q9NYY3	3.82602e-01
Q92796	Q9BQ90	7.26178e-01
Q92796	Q99250	3.82602e-01
Q92796	P78386	7.26178e-01
Q92796	Q15303	3.82602e-01
Q92796	Q9UQM7	7.26178e-01
Q92796	Q9GZV5	7.50000e-01
Q92796	Q6P1M3	4.60478e-01
Q92796	P82980	3.82602e-01
Q92796	Q9NSB4	7.26178e-01
Q92796	O95477	7.50000e-01
Q92796	Q92764	7.26178e-01
Q92796	P04083	7.26178e-01
Q92796	P33764	7.26178e-01
Q92796	P98164	3.82602e-01
Q92796	P40925	3.82602e-01
Q92796	Q9NVX7	3.82602e-01
Q92796	P46937	7.50000e-01
Q92796	Q15334	4.60478e-01
Q92796	Q9Y2T3	7.50000e-01
Q92796	P62807	7.26178e-01
Q92796	Q502X0	3.82602e-01
Q92796	O76011	7.26178e-01
Q92796	Q15393	3.82602e-01
Q92796	Q15323	7.26178e-01
Q92796	Q13617	7.26178e-01
Q92796	Q6AI08	3.82602e-01
Q92796	Q14160	4.60478e-01
Q92797	P43360	7.26178e-01
Q92797	P33240	7.50000e-01
Q92797	Q9NZC7	7.50000e-01
Q92797	P42858	3.82602e-01
Q92797	Q15366	2.97122e-01
Q92797	Q13573	2.97122e-01
Q92797	Q12996	4.57230e-01
Q92797	P23508	7.26178e-01
Q92797	Q9P2I0	7.50000e-01
Q92797	Q05048	7.50000e-01
Q92797	Q9UKF6	5.06777e-01
Q92797	Q9Y2Q3	7.26178e-01
Q92797	Q9H0L4	4.57230e-01
Q92797	Q99459	2.97122e-01
Q92797	Q6P1J9	2.97122e-01
Q92794	P25205	3.82602e-01
Q92794	P54253	6.09872e-01
Q92794	P33991	3.82602e-01
Q92794	P33993	3.82602e-01
Q92794	O95696	3.82602e-01
Q92794	P54259	6.09872e-01
Q92794	Q14566	3.82602e-01
Q92794	P68431	3.82602e-01
Q92794	P49736	3.82602e-01
Q92794	P33992	3.82602e-01
Q92794	Q8WYH8	3.82602e-01
Q92794	P55201	3.82602e-01
Q92794	Q5VVX9	1.35696e-01
Q92794	Q9P2R6	6.09872e-01
O96014	P41221	7.50000e-01
O96014	Q14332	7.50000e-01
O96014	Q9NPG1	7.50000e-01
O96014	Q9H461	7.50000e-01
O96014	Q9ULW2	7.50000e-01
O96014	Q9H1J7	7.50000e-01
O96014	O00755	7.50000e-01
O96014	O75581	7.10591e-01
O96014	O75084	7.50000e-01
O96014	Q13467	7.50000e-01
O96014	P56704	7.50000e-01
O96014	O14904	7.50000e-01
O96014	O75197	7.10591e-01
O96014	Q9ULV1	7.50000e-01
O96014	O60353	7.50000e-01
O96014	O00144	7.50000e-01
O96014	Q9UP38	7.50000e-01
O96014	P56705	7.50000e-01
P10147	P10124	3.82602e-01
P10147	P46094	7.50000e-01
P10147	P46092	7.50000e-01
P10147	P07339	5.94943e-01
P10147	P14735	7.50000e-01
P10147	P61073	7.50000e-01
P10147	P51679	7.50000e-01
P10147	P32246	7.50000e-01
P10147	P51677	7.50000e-01
P10147	P32248	7.50000e-01
P10147	P41597	7.50000e-01
P10147	P32302	7.50000e-01
P10147	O00574	7.50000e-01
P10147	O00590	6.94177e-01
P10147	P49238	7.50000e-01
P10147	P51681	7.50000e-01
P10147	P51686	7.50000e-01
P10147	Q01196	7.50000e-01
P10147	P51684	7.50000e-01
P10147	P51685	7.50000e-01
P10147	P25025	7.50000e-01
P10147	P25024	7.50000e-01
P10147	P49682	7.50000e-01
P04798	Q01201	6.11599e-01
P04798	P00167	3.82602e-01
P10145	P10914	7.50000e-01
P10145	P35869	6.11599e-01
P10145	P18827	5.06777e-01
P10145	Q01201	6.11599e-01
P10145	P03956	4.53478e-01
P10145	Q16695	5.06777e-01
P10145	Q15654	5.06777e-01
P10145	P46094	7.50000e-01
P10145	P46092	7.50000e-01
P10145	P08246	4.53478e-01
P10145	P04150	5.06777e-01
P10145	O15111	5.06777e-01
P10145	Q01085	5.06777e-01
P10145	P01023	7.50000e-01
P10145	Q09472	5.06777e-01
P10145	O15379	5.06777e-01
P10145	P17676	7.50000e-01
P10145	P32246	7.50000e-01
P10145	Q14653	7.50000e-01
P10145	P04899	5.06777e-01
P10145	P61073	7.50000e-01
P10145	P51679	7.50000e-01
P10145	P23396	5.06777e-01
P10145	P51677	7.50000e-01
P10145	P32248	7.50000e-01
P10145	P45452	4.53478e-01
P10145	P22894	4.53478e-01
P10145	P01833	5.06777e-01
P10145	P35222	5.06777e-01
P10145	P32302	7.50000e-01
P10145	O00574	7.50000e-01
P10145	P14780	4.53478e-01
P10145	O14920	5.06777e-01
P10145	P02776	7.50000e-01
P10145	P49238	7.50000e-01
P10145	P51681	7.50000e-01
P10145	P51686	7.50000e-01
P10145	P51684	7.50000e-01
P10145	P51685	7.50000e-01
P10145	P25025	7.50000e-01
P10145	P25024	7.50000e-01
P10145	P18146	5.06777e-01
P10145	Q9H9B1	5.06777e-01
P10145	Q9Y618	5.06777e-01
P10145	Q92945	5.06777e-01
P10145	P41597	7.50000e-01
P10145	Q14103	5.06777e-01
P10145	P49682	7.50000e-01
P10145	Q16570	7.50000e-01
P10145	Q04864	6.11599e-01
P41236	O96017	3.82602e-01
P41236	P06400	3.82602e-01
P41236	P62140	7.26178e-01
